Time,phi_r,phi_l,trq_r,trq_l
1.254,0.14038172100558383,-0.14037571394014314,-1.0607723196009282,-6.378472566742956
1.255,0.14118575583315549,-0.14117973450216237,-1.061858143241803,-6.381203592295035
1.256,0.14199047696955233,-0.14198444147733014,-1.0629493241428487,-6.383937631065233
1.257,0.14279587755174078,-0.14278982800148565,-1.0640458548008898,-6.38667462582707
1.258,0.14360195078531832,-0.14359588727911188,-1.0651477276229373,-6.389414519988852
1.259,0.14440868994382375,-0.14440261258264453,-1.0662549349537411,-6.392157257635244
1.26,0.14521608836806305,-0.14520999725179795,-1.0673674690500823,-6.39490278346291
1.261,0.14602413946543408,-0.1460180346928892,-1.0684853220989075,-6.397651042791259
1.262,0.14683283670925884,-0.14682671837817285,-1.0696084862134045,-6.4004019815646425
1.263,0.14764217363812693,-0.14763604184518098,-1.070736953429003,-6.403155546319934
1.264,0.14845214385524197,-0.14844599869607134,-1.0718707157125784,-6.405911684230478
1.265,0.14926274102777543,-0.1492565825969807,-1.0730097649507737,-6.408670343004915
1.266,0.150073958886227,-0.15006778727738457,-1.0741540929669549,-6.411431470987904
1.267,0.15088579122379125,-0.15087960652946375,-1.0753036915097192,-6.414195017070355
1.268,0.15169823189573167,-0.15169203420748012,-1.076458552256334,-6.416960930725176
1.269,0.15251127481875634,-0.1525050642271495,-1.0776186668164842,-6.419729161990442
1.27,0.1533249139704097,-0.153318690565035,-1.0787840267358029,-6.4224996614787795
1.271,0.1541391433884571,-0.1541329072579316,-1.0799546234848005,-6.425272380324644
1.272,0.15495395717028884,-0.15494770840226924,-1.081130448480051,-6.42804727024988
1.273,0.1557693494723203,-0.15576308815351148,-1.0823114930609834,-6.430824283495536
1.274,0.15658531450940266,-0.15657904072557027,-1.0834977485112538,-6.433603372855137
1.275,0.15740184655423847,-0.15739556039021707,-1.084689206054675,-6.436384491643368
1.276,0.15821893993680228,-0.15821264147650727,-1.0858858568399796,-6.439167593717258
1.277,0.15903658904376966,-0.15903027837020556,-1.0870876919734698,-6.441952633461399
1.278,0.15985478831795027,-0.1598484655132193,-1.0882947024865959,-6.444739565760366
1.279,0.1606735322577238,-0.16066719740303714,-1.0895068793636726,-6.447528346037588
1.28,0.16149281541648777,-0.16148646859217397,-1.090724213526769,-6.450318930207095
1.281,0.162312632402103,-0.1623062736876193,-1.091946695838493,-6.453111274693209
1.282,0.16313297787635517,-0.16312660735029372,-1.0931743171109154,-6.455905336428354
1.283,0.16395384655440842,-0.16394746429450802,-1.0944070681002256,-6.458701072828018
1.284,0.1647752332042779,-0.16476883928743202,-1.0956449395082164,-6.461498441805534
1.285,0.1655971326462966,-0.1655907271485635,-1.0968879219848553,-6.464297401746743
1.286,0.166419539752596,-0.16641312274920406,-1.0981360061262662,-6.467097911543469
1.287,0.16724244944658515,-0.167236021011945,-1.0993891824779238,-6.4698999305189915
1.288,0.1680658567024372,-0.16805941691015214,-1.1006474415376597,-6.472703418508265
1.289,0.16888975654458618,-0.168883305467455,-1.1019107737507308,-6.475508335780575
1.29,0.16971414404722068,-0.16970768175725048,-1.1031791695168793,-6.478314643090823
1.291,0.17053901433378743,-0.17053254090220005,-1.1044526191822999,-6.481122301630107
1.292,0.1713643625764976,-0.17135787807374125,-1.105731113059119,-6.483931273041488
1.293,0.17219018399584107,-0.17218368849159393,-1.1070146413940347,-6.486741519421114
1.294,0.17301647386010277,-0.17300996742328412,-1.1083031944039907,-6.489553003286069
1.295,0.1738432274848846,-0.17383671018366265,-1.1095967622578302,-6.4923656876207785
1.296,0.17467044023263237,-0.17466391213443,-1.1108953350786162,-6.49517953582176
1.297,0.17549810751216646,-0.17549156868367266,-1.1121989029481891,-6.497994511709365
1.298,0.17632622477821985,-0.17631967528539505,-1.113507455900612,-6.500810579528637
1.299,0.1771547875309789,-0.1771482274390621,-1.114820983936308,-6.503627703943013
1.3,0.17798379131562542,-0.17797722068914634,-1.1161394770132997,-6.506445850046193
1.301,0.178813231721891,-0.17880665062467216,-1.117462925047339,-6.509264983309586
1.302,0.17964310438361075,-0.17963651287877713,-1.1187913179163924,-6.512085069631045
1.303,0.18047340497827954,-0.18046680312826702,-1.120124645461458,-6.514906075308629
1.304,0.18130412922661718,-0.18129751709317876,-1.1214628974819827,-6.517727967019875
